25,53.70566913971796,Jan  3,Thu
27,-283.55310391363025,Jan  3,Thu
29,-102.35858550067323,Jan  3,Thu
31,-77.32750662449781,Jan  3,Thu
32,-108.14612676056338,Jan  3,Thu
33,161.4082006642996,Jan  3,Thu
37,-176.49331081958695,Jan  3,Thu
38,-63.93268961300349,Jan  3,Thu
238,129.1024356707916,Jan  3,Thu
39,-272.5098576797486,Jan  3,Thu
40,-146.43704857452624,Jan  3,Thu
41,74.29988529479239,Jan  3,Thu
42,-251.23925175231037,Jan  3,Thu
44,-151.40650317495073,Jan  3,Thu
46,-420.2781864841745,Jan  3,Thu
49,-227.49476549413734,Jan  3,Thu
451,66.81604150039904,Jan  3,Thu
51,230.8696264975335,Jan  3,Thu
53,260.9333028780265,Jan  3,Thu
54,-204.29420289855074,Jan  3,Thu
56,39.32394366197183,Jan  3,Thu
59,139.06721935917545,Jan  3,Thu
63,290.7993450431676,Jan  3,Thu
65,-334.32700935777467,Jan  3,Thu
66,-95.95334840072717,Jan  3,Thu
67,124.66507953684666,Jan  3,Thu
68,47.645453335108506,Jan  3,Thu
271,2.670460168233548,Jan  3,Thu
272,171.30651705337897,Jan  3,Thu
75,361.05948346383076,Jan  3,Thu
76,-89.98913572239339,Jan  3,Thu
79,26.879791705878663,Jan  3,Thu
83,-397.47359735973595,Jan  3,Thu
84,31.53452209414025,Jan  3,Thu
86,0.0,Jan  3,Thu
102,171.2653358118484,Jan  3,Thu
104,-48.19473422752111,Jan  3,Thu
111,-25.24313186813187,Jan  3,Thu
114,-89.69335426478284,Jan  3,Thu
116,-635.7322834645669,Jan  3,Thu
118,-572.8733031674208,Jan  3,Thu
120,216.74024856596557,Jan  3,Thu
122,-150.60180812850626,Jan  3,Thu
123,-162.40792738670498,Jan  3,Thu
130,-68.53727810650888,Jan  3,Thu
331,206.87852664576803,Jan  3,Thu
332,228.92437487294166,Jan  3,Thu
140,-330.7824949944837,Jan  3,Thu
142,-98.08475316732198,Jan  3,Thu
145,-414.00705921814966,Jan  3,Thu
747,85.53748861327168,Jan  3,Thu
150,-128.13990046607157,Jan  3,Thu
151,-235.2821234290002,Jan  3,Thu
171,-232.03242743730834,Jan  3,Thu
1,-108.75622240706379,Jan  4,Fri
4,-248.8495330335524,Jan  4,Fri
7,-332.81590180015377,Jan  4,Fri
9,-137.31613434019923,Jan  4,Fri
11,-86.59194088565201,Jan  4,Fri
13,-355.6930675866862,Jan  4,Fri
14,-213.81069936221684,Jan  4,Fri
15,-227.60231510520615,Jan  4,Fri
16,-272.10450361321404,Jan  4,Fri
17,-150.23175371843652,Jan  4,Fri
18,161.75463860426476,Jan  4,Fri
220,228.78257773558033,Jan  4,Fri
25,58.90317145981734,Jan  4,Fri
27,-248.1900509029687,Jan  4,Fri
29,-123.38506318330256,Jan  4,Fri
31,-29.053888445880723,Jan  4,Fri
32,-159.34306569343065,Jan  4,Fri
33,93.84216663751384,Jan  4,Fri
37,-171.01289571486143,Jan  4,Fri
38,-63.2600622406639,Jan  4,Fri
238,136.21690438457475,Jan  4,Fri
39,-257.81045637626465,Jan  4,Fri
40,-170.27637327108994,Jan  4,Fri
41,-89.33514536136788,Jan  4,Fri
42,-200.9570694513509,Jan  4,Fri
44,-151.08129075781426,Jan  4,Fri
46,-419.44031589849817,Jan  4,Fri
49,-204.22878228782287,Jan  4,Fri
451,57.32224962999506,Jan  4,Fri
51,261.76237623762376,Jan  4,Fri
53,297.86737400530507,Jan  4,Fri
54,-189.6048380203436,Jan  4,Fri
56,50.741591468416736,Jan  4,Fri
59,140.1153675819309,Jan  4,Fri
63,291.5609920864698,Jan  4,Fri
65,-331.46733054930934,Jan  4,Fri
66,-42.46014621515967,Jan  4,Fri
67,114.09132923690983,Jan  4,Fri
68,91.93547283426851,Jan  4,Fri
271,62.22868093260939,Jan  4,Fri
272,216.49185102559335,Jan  4,Fri
75,420.70191540303273,Jan  4,Fri
76,-75.47943293668283,Jan  4,Fri
79,52.378694158075604,Jan  4,Fri
83,-390.3304724725874,Jan  4,Fri
84,-95.2380516508663,Jan  4,Fri
102,31.78493458233336,Jan  4,Fri
104,-60.87884757448904,Jan  4,Fri
111,110.75482912332838,Jan  4,Fri
114,-87.68621621621621,Jan  4,Fri
116,-579.1294964028777,Jan  4,Fri
118,-507.5173913043478,Jan  4,Fri
120,205.8268659772704,Jan  4,Fri
122,-107.07973466298638,Jan  4,Fri
123,-127.54410242252743,Jan  4,Fri
130,-31.792813969106785,Jan  4,Fri
331,254.103066439523,Jan  4,Fri
332,211.96801485761452,Jan  4,Fri
140,-289.09135760462743,Jan  4,Fri
142,-12.443286071726439,Jan  4,Fri
145,-403.76282385672056,Jan  4,Fri
747,-14.81572598457304,Jan  4,Fri
150,-147.91584733297205,Jan  4,Fri
151,-235.41016032634474,Jan  4,Fri
171,-213.79721838363125,Jan  4,Fri
1,-203.75854249745876,Jan  5,Sat
4,-224.81942175759556,Jan  5,Sat
7,-329.89135427470734,Jan  5,Sat
9,-262.2642432715834,Jan  5,Sat
11,254.37713269184118,Jan  5,Sat
13,-174.89699182526093,Jan  5,Sat
14,-143.41812675751677,Jan  5,Sat
15,-188.4187797395442,Jan  5,Sat
16,-246.21052066271045,Jan  5,Sat
17,50.28053115851108,Jan  5,Sat
18,196.03065752319483,Jan  5,Sat
220,121.29916976810765,Jan  5,Sat
25,83.29462967868902,Jan  5,Sat
27,-64.79137186001235,Jan  5,Sat
29,0.22339629698896576,Jan  5,Sat
31,-71.16128342245989,Jan  5,Sat
33,117.96916253036224,Jan  5,Sat
37,57.15809180418805,Jan  5,Sat
38,6.288528178004742,Jan  5,Sat
238,45.46209738640061,Jan  5,Sat
39,-189.68533023081878,Jan  5,Sat
40,-16.51294713788809,Jan  5,Sat
41,63.59384285813005,Jan  5,Sat
42,-145.52421278625954,Jan  5,Sat
44,17.412254160363087,Jan  5,Sat
46,-218.78001308044475,Jan  5,Sat
49,-14.46039408866995,Jan  5,Sat
451,169.9493290391841,Jan  5,Sat
53,177.48572744014734,Jan  5,Sat
54,-65.37269492073763,Jan  5,Sat
56,-8.311012844809433,Jan  5,Sat
59,196.33804776257824,Jan  5,Sat
63,247.92084292544715,Jan  5,Sat
65,56.06805432536168,Jan  5,Sat
66,-16.207842749249696,Jan  5,Sat
67,69.31592579628982,Jan  5,Sat
68,125.94432234432234,Jan  5,Sat
271,165.11794670846396,Jan  5,Sat
272,3.5014072310023816,Jan  5,Sat
75,464.2748916102533,Jan  5,Sat
76,-0.6009913258983891,Jan  5,Sat
79,-63.23302989033044,Jan  5,Sat
83,-216.83815620028787,Jan  5,Sat
84,172.61998826520633,Jan  5,Sat
102,86.86391592059167,Jan  5,Sat
104,-50.229828850855746,Jan  5,Sat
114,12.594356261022927,Jan  5,Sat
120,196.52478465789045,Jan  5,Sat
122,91.03440044071739,Jan  5,Sat
123,-95.01186466241013,Jan  5,Sat
130,-59.32591900840479,Jan  5,Sat
331,139.08465346534655,Jan  5,Sat
332,124.80959456590958,Jan  5,Sat
140,-258.57387332856433,Jan  5,Sat
145,-354.6398818061851,Jan  5,Sat
747,-30.57138575282246,Jan  5,Sat
150,-61.01875870940079,Jan  5,Sat
151,-162.41839896707555,Jan  5,Sat
171,-86.12570159027128,Jan  5,Sat
1,-261.7627063774684,Jan  6,Sun
4,-271.6275290743986,Jan  6,Sun
7,-293.24442042691163,Jan  6,Sun
9,-218.94776905960885,Jan  6,Sun
11,275.5586719608009,Jan  6,Sun
13,-110.99043284894245,Jan  6,Sun
14,-40.73685281943408,Jan  6,Sun
15,-195.251347033818,Jan  6,Sun
16,-148.10388440754954,Jan  6,Sun
17,39.66628131021194,Jan  6,Sun
18,340.9872319325648,Jan  6,Sun
220,114.77261864117446,Jan  6,Sun
25,-9.409130603531922,Jan  6,Sun
27,-110.37912838341197,Jan  6,Sun
29,-120.27621305075293,Jan  6,Sun
31,-80.57534027221777,Jan  6,Sun
33,235.6434171397675,Jan  6,Sun
37,-21.763206577595067,Jan  6,Sun
38,-62.676923076923075,Jan  6,Sun
238,87.02653271509531,Jan  6,Sun
39,-162.28051249604556,Jan  6,Sun
40,-100.37148708254568,Jan  6,Sun
41,46.888357256778306,Jan  6,Sun
42,-83.74043170687466,Jan  6,Sun
44,213.45278592375365,Jan  6,Sun
46,-198.41976926363765,Jan  6,Sun
49,-12.136392471981392,Jan  6,Sun
451,171.2578313253012,Jan  6,Sun
53,137.01293103448276,Jan  6,Sun
54,-23.349129796603062,Jan  6,Sun
56,56.57430201140799,Jan  6,Sun
59,184.77418032786886,Jan  6,Sun
63,266.54061117812626,Jan  6,Sun
65,265.60316312697694,Jan  6,Sun
66,-11.628585757271816,Jan  6,Sun
67,108.08934145978891,Jan  6,Sun
68,220.8615056818182,Jan  6,Sun
271,98.80505617977528,Jan  6,Sun
272,35.031233998975935,Jan  6,Sun
75,347.20129067691886,Jan  6,Sun
76,53.60569001029866,Jan  6,Sun
79,7.295158286778398,Jan  6,Sun
83,-284.6144606144606,Jan  6,Sun
84,147.8927957699934,Jan  6,Sun
102,133.1231135822081,Jan  6,Sun
104,-63.89867549668874,Jan  6,Sun
120,157.02668759811618,Jan  6,Sun
122,9.439358578634344,Jan  6,Sun
123,-86.58903133903134,Jan  6,Sun
130,-36.631888041984254,Jan  6,Sun
331,19.651894210150108,Jan  6,Sun
332,41.26772180115916,Jan  6,Sun
140,-208.8415018931426,Jan  6,Sun
145,-321.47815122197255,Jan  6,Sun
747,-46.267576402220726,Jan  6,Sun
150,82.03268164575431,Jan  6,Sun
151,-115.10780026441574,Jan  6,Sun
171,-33.56204044117647,Jan  6,Sun
1,-220.88639357631266,Jan  7,Mon
4,-226.74089116257272,Jan  7,Mon
7,-306.3420755629602,Jan  7,Mon
9,-120.18343157961101,Jan  7,Mon
11,-9.342939481268012,Jan  7,Mon
13,-332.9600536592637,Jan  7,Mon
14,-178.93856243441763,Jan  7,Mon
15,-165.40718814149457,Jan  7,Mon
16,-271.25989935654184,Jan  7,Mon
17,-52.103049257232215,Jan  7,Mon
18,326.45226717638315,Jan  7,Mon
220,301.9306603773585,Jan  7,Mon
25,134.7211481134486,Jan  7,Mon
27,-214.19095390813433,Jan  7,Mon
29,-100.29634593679458,Jan  7,Mon
31,-40.45525209191692,Jan  7,Mon
32,-72.55954323001632,Jan  7,Mon
33,127.26097519633878,Jan  7,Mon
37,-147.25069674850695,Jan  7,Mon
38,-5.958938317372052,Jan  7,Mon
238,132.2767188903303,Jan  7,Mon
39,-216.20406729037643,Jan  7,Mon
40,-115.35361056476539,Jan  7,Mon
41,-76.68064247471743,Jan  7,Mon
42,-175.3351969188719,Jan  7,Mon
44,-182.9289395859738,Jan  7,Mon
46,-337.8834297419327,Jan  7,Mon
49,-128.23433874709977,Jan  7,Mon
451,60.216097654014874,Jan  7,Mon
51,452.9804336329984,Jan  7,Mon
53,253.60384263494967,Jan  7,Mon
54,-215.8038261166624,Jan  7,Mon
56,84.66767128792445,Jan  7,Mon
59,175.0843949044586,Jan  7,Mon
63,300.890525678539,Jan  7,Mon
65,-222.2295081967213,Jan  7,Mon
66,-37.73953242303623,Jan  7,Mon
67,195.75132508833923,Jan  7,Mon
68,127.03612445186887,Jan  7,Mon
271,112.88881390248018,Jan  7,Mon
272,175.79928680590933,Jan  7,Mon
75,398.5816367960095,Jan  7,Mon
76,-48.74699663623258,Jan  7,Mon
79,51.87694962925083,Jan  7,Mon
83,-326.9103122207167,Jan  7,Mon
84,90.0715725105969,Jan  7,Mon
102,131.46227444397817,Jan  7,Mon
104,-56.93606200048438,Jan  7,Mon
111,6.757363253856942,Jan  7,Mon
114,42.3033737480232,Jan  7,Mon
116,151.27176220806794,Jan  7,Mon
118,125.4218009478673,Jan  7,Mon
120,262.0363545317977,Jan  7,Mon
122,-20.842293179697325,Jan  7,Mon
123,-148.68764893386563,Jan  7,Mon
130,-39.88895141624461,Jan  7,Mon
331,150.78752598752598,Jan  7,Mon
332,386.3361665958351,Jan  7,Mon
140,-256.140356726121,Jan  7,Mon
142,112.24303073624017,Jan  7,Mon
145,-336.42516131877176,Jan  7,Mon
747,-5.649866206008874,Jan  7,Mon
150,-108.41594342655095,Jan  7,Mon
151,-205.72790286342558,Jan  7,Mon
171,-104.5141162934773,Jan  7,Mon
1,-159.5436856640723,Jan  8,Tue
4,-172.32901617911423,Jan  8,Tue
7,-240.17033383915023,Jan  8,Tue
9,-75.96760955591382,Jan  8,Tue
11,220.46161192762773,Jan  8,Tue
13,-315.6486200850287,Jan  8,Tue
14,-107.76152686294739,Jan  8,Tue
15,-158.79164826703806,Jan  8,Tue
16,-115.94683186951066,Jan  8,Tue
17,81.34080416351884,Jan  8,Tue
18,384.98087359713367,Jan  8,Tue
220,203.07980900409277,Jan  8,Tue
25,163.27296422300265,Jan  8,Tue
27,-188.05997572564817,Jan  8,Tue
29,-58.6635950945186,Jan  8,Tue
31,1.6426726510564424,Jan  8,Tue
32,-1.7814814814814814,Jan  8,Tue
33,169.1343025268259,Jan  8,Tue
37,-108.76188989024716,Jan  8,Tue
38,23.727601809954752,Jan  8,Tue
238,171.15303318537306,Jan  8,Tue
39,-168.96121150047554,Jan  8,Tue
40,-129.23309109503074,Jan  8,Tue
41,-57.26093496875723,Jan  8,Tue
42,-80.25069893412545,Jan  8,Tue
44,-108.81971454803438,Jan  8,Tue
46,-318.3061979781688,Jan  8,Tue
49,-69.70650977153868,Jan  8,Tue
51,588.3949206349206,Jan  8,Tue
451,99.76444275245075,Jan  8,Tue
53,206.41236162361625,Jan  8,Tue
54,-150.10689719278676,Jan  8,Tue
56,84.92850069320657,Jan  8,Tue
59,177.70100209741318,Jan  8,Tue
63,363.1273419203747,Jan  8,Tue
65,-178.5132743362832,Jan  8,Tue
66,3.61266137040715,Jan  8,Tue
67,185.17777193904362,Jan  8,Tue
68,114.08521809369951,Jan  8,Tue
271,99.20201213669755,Jan  8,Tue
272,163.8755830076894,Jan  8,Tue
75,501.8512656419633,Jan  8,Tue
76,-3.9356626910801276,Jan  8,Tue
79,65.5907087770841,Jan  8,Tue
83,-180.11589781604607,Jan  8,Tue
84,-71.45146490135676,Jan  8,Tue
102,53.90090820629257,Jan  8,Tue
104,-103.46386596649162,Jan  8,Tue
111,-11.617367706919946,Jan  8,Tue
114,55.660235798499464,Jan  8,Tue
116,312.83892617449663,Jan  8,Tue
118,-3.1067961165048543,Jan  8,Tue
120,292.68616815187914,Jan  8,Tue
122,-50.71609954291519,Jan  8,Tue
123,-119.2551476626418,Jan  8,Tue
130,-30.318763523956722,Jan  8,Tue
331,116.56085319949811,Jan  8,Tue
332,213.56965749106956,Jan  8,Tue
140,-226.79076502958335,Jan  8,Tue
142,211.21222100256128,Jan  8,Tue
145,-332.35885153531444,Jan  8,Tue
747,-77.40394473300064,Jan  8,Tue
150,-60.49924453280318,Jan  8,Tue
151,-173.49540585574863,Jan  8,Tue
171,-102.46112945414005,Jan  8,Tue
